,actual
110654,1321.0
32676,2408.0
40112,810.0
81517,2326.0
54867,928.0
101952,2941.0
122968,4900.0
147810,1462.0
1061,2280.0
58708,3232.0
16415,1986.0
39812,3098.0
22825,1192.0
676,1837.0
128495,1825.0
4271,2552.0
31339,1447.0
76875,1119.0
33791,2371.0
132659,1284.0
14296,2327.0
84677,2251.0
24043,986.0
111761,2193.0
37117,4679.0
715,3670.0
136824,3208.0
132033,1518.0
136148,1521.0
130251,874.0
51299,1332.0
118267,1927.0
87915,689.0
38945,1132.0
34601,2957.0
16029,2130.0
109999,1474.0
109354,1302.0
115338,1502.0
80619,2371.0
150324,1818.0
144750,1198.0
129990,952.0
133405,1637.0
9966,1230.0
137625,3449.0
48033,1316.0
136157,3056.0
75599,1940.0
24368,1029.0
36184,2586.0
94976,1301.0
93635,3208.0
47144,1373.0
34507,1853.0
24968,2459.0
33548,3289.0
43820,2299.0
122266,1491.0
39514,3721.0
45153,1210.0
117022,6940.0
7564,1193.0
77088,3219.0
116511,1587.0
127360,2738.0
6052,2960.0
39529,1850.0
25456,1963.0
32997,3736.0
28125,868.0
15168,2221.0
83668,1393.0
10726,3170.0
6590,2142.0
58831,1593.0
37678,1620.0
147508,3381.0
90024,1372.0
118998,2553.0
66676,2340.0
81598,2109.0
105773,2411.0
152767,2136.0
109668,2046.0
84596,787.0
64871,1530.0
144128,2656.0
109938,642.0
32463,2720.0
8781,2368.0
144861,1121.0
112890,952.0
108226,4909.0
103383,2617.0
84505,3120.0
27853,2221.0
138250,1351.0
74616,1443.0
54927,3005.0
83301,1531.0
63001,1885.0
19140,2222.0
127119,1500.0
38939,1408.0
146259,3384.0
30913,1929.0
9191,862.0
135788,1828.0
50457,1499.0
146933,2659.0
42946,1530.0
26040,2308.0
94855,1385.0
46010,1905.0
49894,772.0
77442,1367.0
102776,1986.0
137013,841.0
149977,1685.0
129848,2043.0
67717,3922.0
73504,856.0
139688,1016.0
37975,3420.0
28283,1223.0
132250,1441.0
871,881.0
17050,1606.0
18449,1297.0
31836,3772.0
54708,1340.0
125529,2570.0
129754,1059.0
108289,1383.0
60760,4190.0
11525,3043.0
39271,2720.0
109242,1270.0
21124,3411.0
32128,1253.0
57611,1003.0
31417,1666.0
14770,3160.0
71092,2459.0
138744,1953.0
134121,1413.0
109549,1611.0
21949,4883.0
1010,2721.0
94213,1167.0
121674,1838.0
38766,1924.0
103836,2223.0
49295,1929.0
120873,4861.0
152999,457.0
21172,2610.0
108472,3837.0
67035,3348.0
121278,1457.0
54035,1133.0
93431,3783.0
45648,5986.0
65055,1120.0
82488,1305.0
82598,2245.0
83015,1782.0
44254,1832.0
136783,4871.0
97829,1749.0
27190,1649.0
56329,1117.0
142044,1927.0
120572,2995.0
90344,2598.0
124028,2052.0
90695,336.0
142012,3012.0
148075,2256.0
87559,1538.0
91047,1931.0
113984,1098.0
127866,348.0
29333,2084.0
30255,2543.0
22698,1865.0
34213,4355.0
81979,2258.0
10241,490.0
17032,2601.0
129347,1043.0
1134,1216.0
6760,4123.0
144647,3330.0
78552,2395.0
10757,2445.0
57446,4529.0
143316,3457.0
16958,2850.0
90452,2731.0
33195,3250.0
15915,2168.0
124985,609.0
54705,852.0
51669,1871.0
140707,1483.0
60708,1463.0
123582,1147.0
133057,2716.0
86472,1876.0
18586,2077.0
186,1585.0
48150,3191.0
7452,843.0
141806,706.0
138963,1919.0
104790,3753.0
80979,3972.0
65699,3032.0
140944,2816.0
116548,1366.0
63721,1056.0
15857,3878.0
64247,932.0
4421,497.0
114115,2445.0
64405,1714.0
122916,1298.0
50497,2149.0
139584,2430.0
110108,2392.0
20521,1950.0
27899,2492.0
108381,2553.0
140376,5341.0
73031,1959.0
67350,2937.0
52572,556.0
127818,2133.0
147017,2119.0
35709,2357.0
56653,3723.0
65906,2743.0
45063,1883.0
49442,1982.0
111792,2347.0
73421,1950.0
54247,3181.0
139808,4581.0
62861,4958.0
147239,1573.0
139925,2225.0
55955,1778.0
64442,1158.0
102032,943.0
49904,2051.0
69306,1018.0
68949,1561.0
83962,1948.0
60077,1641.0
63724,2352.0
50902,1211.0
33289,2037.0
114555,2159.0
12846,2932.0
98570,2265.0
144253,1510.0
83109,897.0
121908,1174.0
51426,1035.0
25147,1807.0
85189,2966.0
9076,2861.0
81659,2494.0
96885,2948.0
3131,1117.0
60071,1599.0
7872,3586.0
87226,1540.0
128986,1266.0
42166,1576.0
44,977.0
22013,2295.0
115885,1378.0
69282,2917.0
79152,3518.0
92195,2121.0
26146,2538.0
146661,1111.0
40778,1439.0
96334,906.0
103391,1355.0
69692,2694.0
110916,2979.0
51392,1368.0
42967,4327.0
134278,4432.0
26380,1260.0
24569,1928.0
135366,1388.0
96358,1834.0
140665,1767.0
19962,1186.0
104939,1136.0
122794,2323.0
113764,2781.0
98022,4685.0
13694,2610.0
104203,2261.0
91482,2443.0
47826,779.0
103607,1441.0
147171,1967.0
59117,3146.0
56838,2268.0
144054,2262.0
32204,1387.0
67015,2847.0
81721,1505.0
139895,3839.0
19035,2148.0
154968,1622.0
64836,1734.0
149966,799.0
121576,414.0
105767,796.0
104136,1159.0
129821,6049.0
106537,1718.0
120029,1550.0
36056,2688.0
53711,807.0
135849,1846.0
47972,2387.0
102861,3011.0
4299,1523.0
87992,955.0
30858,1179.0
125263,1588.0
127302,849.0
12345,1775.0
51253,1117.0
2382,1047.0
81166,3050.0
97381,2087.0
17987,1434.0
106140,1718.0
132140,1238.0
79566,1645.0
56101,2292.0
105500,1923.0
3025,2953.0
8558,1790.0
145913,941.0
56812,690.0
20786,2899.0
91082,1387.0
123069,4022.0
78831,2228.0
6692,1636.0
98661,4039.0
131882,608.0
21005,2929.0
100490,433.0
106112,583.0
109066,1332.0
74784,1140.0
65758,3042.0
81677,735.0
7183,468.0
69834,1164.0
23105,1870.0
60678,2110.0
125513,2429.0
96206,1121.0
74580,1988.0
112656,932.0
125460,1849.0
114470,1441.0
47673,897.0
3173,1909.0
3192,2746.0
96135,4679.0
156770,1204.0
89787,1146.0
27740,3343.0
108014,3643.0
58976,2523.0
25724,1558.0
806,2063.0
17218,2866.0
18794,2522.0
116206,1249.0
87375,3346.0
26791,3692.0
101755,367.0
88411,1284.0
49915,1501.0
120153,1396.0
132162,1787.0
146534,967.0
91790,2569.0
61278,433.0
75780,3282.0
4038,2518.0
75489,1446.0
36060,1236.0
104962,2351.0
122798,1419.0
116887,1307.0
122341,849.0
74950,3169.0
120694,3578.0
58790,2476.0
105257,3676.0
131820,1463.0
28171,1213.0
97765,3052.0
126706,1136.0
58736,1231.0
115879,1406.0
86141,2208.0
114080,1129.0
23403,3045.0
8701,2778.0
98419,2275.0
42341,1864.0
59873,2299.0
92738,2800.0
47265,3862.0
23216,906.0
85606,3237.0
96509,1485.0
91163,1771.0
147825,1066.0
148133,1512.0
145769,2591.0
27617,1930.0
15278,3096.0
122260,1832.0
152487,1066.0
88139,1338.0
145790,1954.0
111625,856.0
121099,2133.0
38087,3226.0
45240,2463.0
51758,1569.0
27354,1216.0
84750,1247.0
146827,4996.0
57713,1922.0
65215,1966.0
33614,1344.0
40499,1786.0
140954,1005.0
124366,4894.0
98363,2005.0
6243,1344.0
136254,2881.0
148971,1594.0
68482,773.0
6934,2345.0
9700,1371.0
152286,1495.0
28582,773.0
8332,1550.0
79512,1493.0
31979,1655.0
126185,1040.0
66636,1197.0
34289,5975.0
108665,3424.0
86407,3072.0
135637,1452.0
152963,1437.0
62318,959.0
118829,1687.0
148360,2501.0
132195,3423.0
60205,1326.0
114074,1358.0
131080,677.0
66754,1778.0
74659,1266.0
97486,1814.0
109966,2440.0
26110,1483.0
96674,1379.0
24472,1340.0
97938,2334.0
98446,2734.0
153208,1199.0
153843,2699.0
86322,1637.0
126507,1901.0
43738,2067.0
64497,2336.0
155060,2466.0
1694,1207.0
118598,2500.0
150044,2599.0
110998,5117.0
14480,2028.0
62392,1228.0
146752,1404.0
17259,2114.0
121152,1831.0
50593,1753.0
154608,2107.0
44340,2217.0
153672,805.0
34092,628.0
55797,1890.0
4080,2626.0
124222,960.0
90002,3228.0
54690,2070.0
155731,2066.0
82732,1897.0
46791,1818.0
127232,3686.0
112206,2598.0
121788,2311.0
6548,1950.0
83337,845.0
144006,1410.0
21399,1059.0
19989,3819.0
58248,6432.0
91529,1512.0
30810,1846.0
94405,1682.0
105780,1686.0
23119,1545.0
52903,2918.0
28609,1819.0
126063,4301.0
51701,3553.0
51565,988.0
100704,2207.0
38747,964.0
74461,1642.0
79466,2161.0
55208,1498.0
14907,1489.0
27286,1505.0
101111,1938.0
125250,1436.0
11706,2535.0
55609,1354.0
146523,1154.0
81911,873.0
21677,868.0
9937,1083.0
42467,2794.0
97478,1388.0
129951,4460.0
7641,1579.0
127789,1285.0
61412,1707.0
112808,2332.0
81946,628.0
60112,2330.0
105266,1935.0
155065,4352.0
48326,382.0
130864,4537.0
88975,2099.0
110409,2230.0
79771,3327.0
95941,3363.0
143941,1353.0
17228,797.0
58636,775.0
110375,688.0
64048,3466.0
142234,1081.0
134813,1503.0
135177,6787.0
132469,3544.0
154648,3937.0
128487,2232.0
76478,2086.0
100258,1496.0
109629,3424.0
139509,2226.0
69467,1802.0
121437,1585.0
79404,2241.0
19954,1094.0
54698,1865.0
41241,2597.0
29546,961.0
77064,1968.0
17324,1349.0
65163,568.0
139363,2470.0
41940,3706.0
30498,2289.0
156870,1421.0
148020,2353.0
16710,1521.0
59094,3730.0
133254,1489.0
37681,1384.0
110077,1571.0
20249,2320.0
51864,109.0
77668,3020.0
4567,969.0
52053,1638.0
78636,2430.0
65290,2458.0
112522,2251.0
21542,2062.0
85230,2992.0
149857,3174.0
147156,3108.0
45925,1922.0
27581,3077.0
126095,1560.0
153136,3619.0
63973,1916.0
124933,2536.0
24860,2952.0
94118,1287.0
42700,1104.0
70944,1750.0
118433,7525.0
77703,3592.0
92582,2443.0
154319,2137.0
36694,5407.0
62033,2939.0
19685,3243.0
65591,3329.0
72599,819.0
50287,1666.0
100977,1818.0
101793,1343.0
48054,921.0
9275,2730.0
52106,1560.0
117058,1149.0
27264,1735.0
82706,4258.0
122416,706.0
39654,860.0
1012,1574.0
64112,1383.0
141821,2887.0
83003,5536.0
33364,372.0
155172,2328.0
69642,1719.0
154386,2193.0
113457,1577.0
28158,1371.0
114079,2148.0
129011,1283.0
135863,1706.0
106885,1766.0
127530,2097.0
125353,1062.0
148266,1598.0
59238,1287.0
50433,2695.0
80907,2727.0
34390,1737.0
92486,4594.0
37781,5844.0
17272,3227.0
152457,1952.0
64194,794.0
152928,1414.0
116080,1127.0
9913,1682.0
40680,2349.0
99863,1983.0
89522,2864.0
50360,2031.0
41214,4685.0
78545,4230.0
89910,1549.0
93678,1614.0
61191,1894.0
13574,2418.0
122636,1755.0
74795,1812.0
64548,2377.0
140533,1565.0
140778,801.0
66643,2449.0
16474,857.0
105518,1903.0
41032,3337.0
120186,3354.0
52402,2494.0
25257,1350.0
46080,1381.0
66623,1898.0
64989,3292.0
89527,1512.0
52478,1368.0
87104,1810.0
54471,1230.0
37587,1461.0
57403,1873.0
96020,1948.0
77689,3503.0
151255,1847.0
34272,1526.0
99234,1093.0
61503,1310.0
78848,1733.0
131584,2901.0
8340,2919.0
19414,2681.0
93628,1160.0
32422,1235.0
145286,3744.0
14593,1383.0
9306,2188.0
60963,2033.0
66404,861.0
12701,939.0
78281,4609.0
69754,2021.0
4958,3195.0
44889,2399.0
22191,1926.0
67737,1131.0
94365,1265.0
136608,2717.0
6569,1426.0
2166,1739.0
5813,1547.0
148031,2313.0
93359,2362.0
139801,416.0
22755,3489.0
41633,2379.0
12368,2034.0
22296,1674.0
128585,1870.0
111813,1419.0
97366,2095.0
146727,2099.0
44465,2379.0
20827,1353.0
10155,1083.0
119736,2013.0
58473,1731.0
69675,1616.0
18075,2168.0
131941,1628.0
85984,1177.0
55374,1664.0
53484,3336.0
590,1279.0
47819,1474.0
2209,686.0
74212,1577.0
67589,4834.0
112259,1527.0
48831,1717.0
73066,4552.0
137132,226.0
45012,3689.0
60977,4050.0
52332,648.0
39574,2129.0
145621,2059.0
46019,81.0
138588,1253.0
8005,722.0
101459,816.0
83175,2417.0
36311,1802.0
83674,1927.0
98887,2191.0
104376,1105.0
25083,1350.0
53280,1836.0
138751,2006.0
131735,2813.0
151815,2476.0
144694,1366.0
19746,1018.0
83114,2964.0
131248,712.0
102174,1850.0
141130,1548.0
104139,2114.0
147811,1183.0
39692,2623.0
112170,1078.0
62380,2368.0
42591,2049.0
137903,843.0
118592,3505.0
69468,1568.0
35152,4726.0
12247,2117.0
58788,5034.0
124406,2169.0
8755,993.0
18496,1274.0
155963,1151.0
65373,3130.0
83066,1975.0
67068,1730.0
42778,2344.0
91239,1509.0
108469,2009.0
84326,919.0
17041,1159.0
78237,1994.0
103758,3380.0
39567,3609.0
37683,1067.0
118784,1892.0
79216,1537.0
137705,897.0
25933,1944.0
43215,2470.0
33765,1370.0
118489,1596.0
137687,1380.0
65221,2711.0
79016,1410.0
153985,1600.0
3934,1748.0
30503,682.0
31914,1974.0
134560,1791.0
36874,1769.0
150649,529.0
106233,2295.0
47959,837.0
75532,942.0
29981,1853.0
48227,1408.0
108815,893.0
144894,2055.0
65994,2028.0
61349,1766.0
2801,3261.0
79061,1363.0
137675,482.0
113476,1961.0
54645,1982.0
23353,1117.0
22384,1544.0
17174,2499.0
137371,3089.0
14057,2034.0
23230,2155.0
102000,1154.0
82264,3233.0
49669,4033.0
36848,1775.0
100268,3039.0
154960,2528.0
138724,3306.0
47112,2657.0
136595,5548.0
70084,3790.0
30024,1966.0
2870,1587.0
114030,2012.0
103933,2921.0
14214,3520.0
54233,2780.0
41409,1148.0
150885,1890.0
95775,1882.0
77464,1440.0
118976,2532.0
61435,1771.0
80093,575.0
3485,1608.0
105668,2428.0
71486,749.0
57374,1640.0
59962,3364.0
121633,1782.0
33584,1261.0
89288,1294.0
61490,1447.0
156943,1490.0
137856,1762.0
142555,1619.0
104074,1838.0
53788,1753.0
142077,1452.0
63112,1892.0
146359,1997.0
82181,2675.0
34142,2853.0
582,1243.0
103179,2979.0
64724,1253.0
84514,2303.0
13947,1518.0
4367,1428.0
33732,2531.0
73667,1195.0
136171,2007.0
82248,1318.0
127563,1603.0
5453,1757.0
136079,2403.0
14441,1647.0
46978,3271.0
76581,2517.0
105305,2487.0
119703,996.0
72020,1988.0
74490,4169.0
108876,2044.0
235,2454.0
6339,3218.0
146344,2288.0
85908,910.0
16230,4352.0
13811,2642.0
75381,3124.0
62815,1036.0
4130,3555.0
55734,938.0
105699,920.0
90909,1339.0
53306,2317.0
127015,1892.0
151231,1009.0
41359,1430.0
59326,1253.0
140984,1281.0
59643,3034.0
134563,1215.0
120785,2195.0
134627,1819.0
22551,531.0
35843,6479.0
63586,1743.0
31496,2066.0
63766,1815.0
14415,1717.0
91120,799.0
143435,4957.0
28645,1431.0
98970,1846.0
31818,1248.0
80148,970.0
70522,1470.0
58772,3471.0
92494,944.0
60576,1748.0
36978,2236.0
1165,1134.0
110529,1447.0
139001,5027.0
83754,2841.0
101418,2611.0
147246,1963.0
145060,2197.0
152781,1137.0
128518,1617.0
137887,1942.0
138424,3323.0
146082,1781.0
62245,900.0
40024,1136.0
130067,472.0
53573,531.0
100001,1303.0
60547,1342.0
4332,2275.0
147193,2749.0
34218,1951.0
77491,1341.0
73643,1653.0
124948,1893.0
82901,2099.0
84019,2087.0
150263,1238.0
130661,2082.0
14321,2685.0
150942,555.0
10974,1184.0
132950,3232.0
21192,1737.0
133056,1621.0
55900,4671.0
103517,1712.0
82158,561.0
10325,923.0
12376,1018.0
124429,329.0
130421,1659.0
95645,3131.0
17799,3409.0
86905,1828.0
137052,2567.0
109238,3475.0
54410,1525.0
32771,1838.0
145958,1518.0
94894,1558.0
118905,1615.0
142333,1935.0
118054,2107.0
46565,2060.0
33800,1836.0
137400,1253.0
132402,386.0
81293,2925.0
38914,1414.0
82668,1170.0
121243,1345.0
79897,1087.0
13000,3356.0
131383,1992.0
95827,1031.0
129001,1733.0
122089,3570.0
74631,1398.0
96507,1022.0
112052,2001.0
82801,3070.0
11254,1239.0
53171,1087.0
69842,3486.0
130865,1542.0
65390,1724.0
19842,2105.0
134422,1622.0
152519,2522.0
83781,1307.0
123149,2110.0
92565,503.0
130196,1601.0
109824,2658.0
94066,681.0
133855,2845.0
13902,2223.0
140962,1751.0
107526,1753.0
10788,4123.0
29314,1855.0
44866,2202.0
22079,1985.0
64285,1749.0
121840,1258.0
66986,3873.0
95245,1329.0
139855,1049.0
71036,1561.0
14209,1981.0
80918,1316.0
141099,1505.0
6066,1132.0
51244,1792.0
16142,3405.0
154773,711.0
152009,3160.0
88076,1875.0
59516,1188.0
77349,3005.0
81965,1201.0
2378,723.0
48410,1349.0
81193,1112.0
8179,2912.0
42974,1214.0
2084,606.0
73634,768.0
19657,1042.0
107274,1324.0
107473,3007.0
81876,1378.0
143158,3335.0
29858,1157.0
18221,3288.0
35013,2590.0
97090,810.0
15134,932.0
2141,2721.0
59533,1648.0
58094,3594.0
107204,1023.0
134116,1967.0
106241,873.0
126101,1357.0
20843,2189.0
22181,694.0
2892,776.0
28098,3453.0
21955,2386.0
127515,1939.0
105582,2225.0
140038,2419.0
96628,1824.0
38921,1708.0
6298,1664.0
84281,1111.0
151423,2741.0
124012,944.0
108824,2369.0
15393,669.0
118330,766.0
77226,3327.0
45810,1676.0
10223,1423.0
76722,1574.0
121044,1752.0
134090,949.0
39065,1929.0
28719,857.0
91186,1751.0
145213,3256.0
70380,1396.0
153278,779.0
120674,1717.0
36688,468.0
59367,1874.0
10977,2088.0
120862,2819.0
19067,2431.0
41734,1768.0
87750,4618.0
27460,1782.0
121158,2892.0
113415,2251.0
146352,900.0
127994,904.0
35500,1814.0
40728,922.0
114012,2021.0
86153,1642.0
108660,2417.0
42052,4827.0
42050,1316.0
100548,1458.0
126401,2033.0
118414,2918.0
92336,2210.0
763,521.0
18720,2632.0
115760,2142.0
66421,886.0
59992,2290.0
3870,1192.0
37219,4643.0
148715,1445.0
41243,1395.0
58781,3250.0
32996,1561.0
146559,1016.0
82980,1619.0
97431,1698.0
79526,833.0
22260,3514.0
96698,1222.0
24500,1357.0
81619,2836.0
78025,1709.0
127572,994.0
105553,2229.0
8980,5198.0
156593,1071.0
107223,2314.0
99470,739.0
139346,627.0
88878,1954.0
140982,1318.0
28911,1292.0
74357,1815.0
101719,1242.0
70592,2608.0
47599,1840.0
33808,2411.0
12071,2301.0
125831,1482.0
116494,1241.0
26462,1698.0
26794,3429.0
52392,2013.0
34766,1582.0
20073,1891.0
24772,1242.0
125748,888.0
55951,845.0
26449,1250.0
99896,1380.0
108588,1482.0
113696,2190.0
128636,947.0
117574,1967.0
121658,2478.0
47555,2327.0
150523,2005.0
105707,1040.0
45186,3665.0
98948,4668.0
16051,1570.0
25493,946.0
121862,2682.0
112682,729.0
11825,1681.0
10314,1562.0
92868,811.0
19740,654.0
20944,2455.0
154284,1177.0
76762,3407.0
36637,1942.0
153024,5080.0
5369,1655.0
38727,1637.0
17417,3658.0
120925,3058.0
143268,1579.0
62556,1775.0
77176,2891.0
3717,1482.0
27458,3928.0
75511,1509.0
13691,2256.0
75362,773.0
89099,2055.0
81801,2351.0
109533,1584.0
55312,2612.0
108501,1067.0
26178,1746.0
41446,801.0
156435,2461.0
128668,484.0
46412,772.0
145379,1360.0
54737,2114.0
63371,2258.0
84971,1455.0
18598,2900.0
56951,1585.0
82786,791.0
154602,3592.0
99842,1759.0
152674,1191.0
96067,590.0
100428,1242.0
37256,3644.0
120057,1426.0
29076,1965.0
116537,818.0
17045,1918.0
96365,1058.0
43592,1886.0
35841,2793.0
145506,1751.0
116970,1835.0
115353,3333.0
56683,1868.0
96626,1182.0
94200,3672.0
80087,1619.0
112678,1515.0
132597,2478.0
11516,692.0
56589,3156.0
103197,2025.0
151068,3532.0
84815,2329.0
101770,2213.0
5476,1914.0
50438,1632.0
44073,2652.0
16077,1515.0
86077,1551.0
3621,782.0
8426,2551.0
102594,3159.0
33742,2482.0
52205,1674.0
137882,2280.0
107796,2530.0
8431,2863.0
112498,1943.0
48952,1848.0
57345,1208.0
74768,1084.0
78871,3994.0
154062,2127.0
103569,5056.0
56091,1123.0
98327,2619.0
62685,1414.0
139041,758.0
58089,2152.0
4797,1432.0
77168,769.0
9645,5938.0
137367,2376.0
6527,1287.0
78665,1251.0
38456,1815.0
22596,1042.0
67232,1987.0
59262,1068.0
39409,1621.0
65115,4988.0
148589,3216.0
76543,3838.0
20431,2005.0
11727,1189.0
155555,2315.0
43732,2342.0
128210,3105.0
127620,1537.0
156967,1298.0
114879,2994.0
61433,7089.0
62843,1279.0
16472,2423.0
98346,2202.0
92267,1769.0
136681,1253.0
51456,1858.0
67123,803.0
130837,3273.0
20672,1637.0
99873,3702.0
12146,1996.0
67738,4189.0
58109,1291.0
120618,1522.0
29407,2453.0
89254,5038.0
148865,1711.0
73279,1847.0
38736,1389.0
91444,3425.0
38639,2014.0
4480,3803.0
140568,2341.0
155061,4822.0
143479,1612.0
127432,1399.0
47663,2493.0
122532,1335.0
156434,2719.0
18230,2518.0
45172,3718.0
40305,4283.0
141126,1523.0
154923,1379.0
124054,1239.0
35448,2074.0
95271,1126.0
88224,1848.0
45643,804.0
11651,2054.0
22905,4209.0
108544,1264.0
32435,1459.0
47570,3594.0
156779,2883.0
63576,2071.0
53896,4829.0
31617,1301.0
105996,2095.0
69666,1946.0
91664,2044.0
49620,911.0
15550,1336.0
20583,2254.0
132653,5576.0
60139,2632.0
4647,2806.0
140089,1770.0
64663,1958.0
20097,2847.0
1079,1296.0
64116,239.0
147765,1073.0
74529,1669.0
59213,1557.0
2211,1325.0
149261,1641.0
134133,1704.0
120115,1415.0
152281,1901.0
112740,969.0
123535,976.0
28878,2734.0
142540,3676.0
62200,4813.0
65667,3090.0
150253,1514.0
31438,2293.0
54325,1839.0
84334,1211.0
33871,2577.0
963,2923.0
149798,2378.0
132587,1346.0
135872,2000.0
19583,1527.0
98750,999.0
125984,1063.0
93152,2378.0
3815,2131.0
107519,2374.0
64081,1384.0
86158,910.0
107294,1765.0
39420,2863.0
9297,4204.0
107133,2375.0
17435,2536.0
96111,1013.0
113151,2014.0
5025,1485.0
60278,2937.0
11643,1931.0
150812,3308.0
45252,1027.0
82513,1499.0
66644,1945.0
47300,476.0
154489,1208.0
43910,4114.0
53377,2307.0
6907,1987.0
85373,1107.0
73713,1381.0
38079,2445.0
154508,1563.0
6399,1363.0
102002,4216.0
94498,1204.0
97368,1194.0
51780,1055.0
13200,2394.0
52109,426.0
25084,2159.0
11645,2046.0
73797,2526.0
140424,1896.0
100861,1515.0
78674,1614.0
84915,1932.0
102804,1200.0
34074,2070.0
3186,2407.0
83615,1777.0
5769,2147.0
93486,2185.0
152400,1650.0
73703,2562.0
111729,907.0
21451,1946.0
61585,2826.0
73067,3404.0
46104,3170.0
14965,1986.0
148327,305.0
128381,2100.0
74371,1554.0
30247,1124.0
102267,1565.0
48209,1871.0
100964,2067.0
69020,3357.0
14434,1859.0
71446,912.0
118959,2314.0
16945,936.0
106116,1224.0
50724,1502.0
1390,2885.0
141009,2813.0
112836,1537.0
147466,2048.0
149111,2610.0
142318,3095.0
115820,1340.0
47577,1759.0
120374,1905.0
81988,2877.0
136812,3892.0
67507,1159.0
67197,4158.0
141100,2203.0
2162,1137.0
56330,1891.0
86884,758.0
55901,950.0
69414,2325.0
8221,1577.0
404,1827.0
43923,4149.0
76378,807.0
64236,2474.0
21315,1703.0
42043,957.0
43527,2070.0
56350,762.0
30188,2781.0
32745,264.0
82002,2544.0
90412,2744.0
10616,626.0
85613,4873.0
34796,1671.0
154845,764.0
16056,996.0
31679,1435.0
49812,2186.0
11915,770.0
95580,703.0
20205,1610.0
1144,1791.0
53964,3776.0
15491,1869.0
40473,395.0
8008,1608.0
37780,3103.0
66051,2112.0
64919,711.0
97515,1930.0
151992,2714.0
107824,1491.0
76527,1112.0
10341,3349.0
63116,5425.0
95752,942.0
137491,1446.0
15975,469.0
55956,1968.0
135630,2899.0
56472,3146.0
41107,1603.0
6755,2782.0
48864,2232.0
28948,1822.0
103682,1580.0
122319,2063.0
56517,3915.0
150057,1692.0
11932,938.0
138090,3408.0
21098,3036.0
111857,2517.0
95246,1438.0
84157,3578.0
69985,3840.0
65065,1843.0
44931,2881.0
122822,929.0
108199,1125.0
117498,2140.0
102678,1482.0
124457,1400.0
95399,1787.0
42921,2569.0
43551,1534.0
116916,846.0
154050,1433.0
107459,2206.0
8324,3088.0
83351,1713.0
140087,2028.0
12664,3740.0
132732,2079.0
23943,2355.0
58399,2845.0
13266,2408.0
140132,945.0
128632,1105.0
64925,1163.0
94194,1570.0
71426,1063.0
97865,2297.0
68509,2389.0
71280,5331.0
83169,1489.0
75924,2282.0
48658,2916.0
84294,2091.0
97826,1136.0
74251,1260.0
116159,1330.0
10643,2241.0
138775,1279.0
93043,1608.0
114860,878.0
128406,550.0
33126,2719.0
53245,854.0
113773,1946.0
78214,1842.0
52928,1198.0
98745,1486.0
138689,2796.0
38644,2330.0
124203,2063.0
13878,2436.0
71114,1587.0
37273,877.0
40069,2151.0
117792,1980.0
146952,1842.0
5037,4615.0
73,4548.0
68130,1934.0
70190,1045.0
123145,3609.0
27397,2172.0
154514,972.0
62488,1606.0
135626,2574.0
147648,1297.0
103724,2230.0
117394,5550.0
134992,1548.0
29839,878.0
110014,2260.0
6,851.0
140855,775.0
74941,1084.0
98269,1082.0
98630,868.0
12488,2735.0
68343,1391.0
77149,2965.0
5180,3063.0
99867,1888.0
9729,3176.0
23736,2009.0
71357,1941.0
61327,2301.0
129503,1783.0
100392,4160.0
134408,1435.0
13464,2814.0
85405,6097.0
156094,1063.0
113898,1171.0
127012,786.0
92282,1668.0
27683,1781.0
22400,3238.0
89996,2419.0
151571,1506.0
61344,2174.0
21222,1856.0
116087,1188.0
136419,4478.0
37101,3907.0
146022,4270.0
23969,4597.0
88679,2618.0
92107,1163.0
135665,728.0
14090,2099.0
42920,2827.0
101689,1420.0
1679,1586.0
93806,936.0
108005,1153.0
51882,1126.0
14008,3043.0
88483,1025.0
70047,671.0
56065,2126.0
28416,2946.0
156343,1226.0
43902,2063.0
88029,1992.0
132270,1892.0
115607,2973.0
24777,2255.0
65009,1415.0
113175,863.0
104169,2274.0
135332,5304.0
64531,2723.0
62458,1476.0
93990,2262.0
34010,3598.0
143780,1095.0
90014,3223.0
60183,2208.0
100559,1098.0
32764,2085.0
59599,1464.0
95995,2220.0
1309,2647.0
17329,854.0
81056,2469.0
29342,1972.0
149788,1374.0
87788,1823.0
142452,1464.0
133152,1319.0
151175,1754.0
99256,1008.0
65973,2966.0
79049,1519.0
157056,2423.0
91650,1482.0
12425,1462.0
133360,2182.0
93383,3789.0
90604,2683.0
34776,1767.0
117055,508.0
55819,2721.0
997,1937.0
50950,1050.0
26442,1777.0
1707,472.0
43529,1270.0
109639,1364.0
1195,1765.0
120996,1753.0
34448,1482.0
101825,822.0
60372,6719.0
79804,945.0
75677,649.0
93938,1132.0
79003,1842.0
4237,4034.0
122375,2947.0
80369,4565.0
124274,1479.0
120395,1765.0
64415,2434.0
46649,1732.0
39562,1037.0
114954,1140.0
143264,1218.0
3195,1639.0
125881,1430.0
93257,1344.0
44122,394.0
111148,2473.0
71356,1331.0
31963,2333.0
75943,2488.0
47853,1976.0
92333,2230.0
66358,2030.0
75892,509.0
139793,4758.0
32303,2392.0
12302,999.0
132521,1109.0
60191,327.0
150880,2033.0
37903,1614.0
111965,2005.0
49872,1575.0
142425,1373.0
122417,1077.0
145331,881.0
130156,2279.0
16661,1241.0
54919,1482.0
151125,2442.0
133463,2652.0
36242,1497.0
125241,1742.0
