,actual,best_model,best_rmse
104807,1130.0,Ridge,4.453794542999621e-08
2414,2893.0,Ridge,4.453794542999621e-08
77632,978.0,Ridge,4.453794542999621e-08
89381,956.0,Ridge,4.453794542999621e-08
84075,5162.0,Ridge,4.453794542999621e-08
53128,1163.0,Ridge,4.453794542999621e-08
99245,861.0,Ridge,4.453794542999621e-08
121690,1310.0,Ridge,4.453794542999621e-08
34242,1683.0,Ridge,4.453794542999621e-08
6386,3199.0,Ridge,4.453794542999621e-08
25985,696.0,Ridge,4.453794542999621e-08
137664,1566.0,Ridge,4.453794542999621e-08
79380,658.0,Ridge,4.453794542999621e-08
93376,2345.0,Ridge,4.453794542999621e-08
26299,2738.0,Ridge,4.453794542999621e-08
109682,3319.0,Ridge,4.453794542999621e-08
5264,966.0,Ridge,4.453794542999621e-08
148783,4671.0,Ridge,4.453794542999621e-08
70754,2578.0,Ridge,4.453794542999621e-08
116816,1660.0,Ridge,4.453794542999621e-08
96414,1100.0,Ridge,4.453794542999621e-08
148542,1482.0,Ridge,4.453794542999621e-08
102705,851.0,Ridge,4.453794542999621e-08
62666,2442.0,Ridge,4.453794542999621e-08
129702,3926.0,Ridge,4.453794542999621e-08
97926,1983.0,Ridge,4.453794542999621e-08
16602,2712.0,Ridge,4.453794542999621e-08
96491,1629.0,Ridge,4.453794542999621e-08
11276,2550.0,Ridge,4.453794542999621e-08
3602,1284.0,Ridge,4.453794542999621e-08
109612,820.0,Ridge,4.453794542999621e-08
140123,1457.0,Ridge,4.453794542999621e-08
100011,1150.0,Ridge,4.453794542999621e-08
75906,1670.0,Ridge,4.453794542999621e-08
45774,4901.0,Ridge,4.453794542999621e-08
149395,2026.0,Ridge,4.453794542999621e-08
54729,1105.0,Ridge,4.453794542999621e-08
124643,815.0,Ridge,4.453794542999621e-08
139755,1521.0,Ridge,4.453794542999621e-08
93215,1612.0,Ridge,4.453794542999621e-08
96533,1885.0,Ridge,4.453794542999621e-08
22999,1123.0,Ridge,4.453794542999621e-08
133809,1405.0,Ridge,4.453794542999621e-08
60141,1823.0,Ridge,4.453794542999621e-08
9145,2414.0,Ridge,4.453794542999621e-08
69621,3774.0,Ridge,4.453794542999621e-08
58466,1618.0,Ridge,4.453794542999621e-08
123855,2875.0,Ridge,4.453794542999621e-08
81271,1400.0,Ridge,4.453794542999621e-08
133455,1717.0,Ridge,4.453794542999621e-08
124900,2117.0,Ridge,4.453794542999621e-08
76650,1192.0,Ridge,4.453794542999621e-08
84560,2139.0,Ridge,4.453794542999621e-08
11938,1219.0,Ridge,4.453794542999621e-08
121548,1794.0,Ridge,4.453794542999621e-08
39116,2542.0,Ridge,4.453794542999621e-08
23929,3917.0,Ridge,4.453794542999621e-08
22196,2118.0,Ridge,4.453794542999621e-08
21444,1595.0,Ridge,4.453794542999621e-08
78859,1941.0,Ridge,4.453794542999621e-08
5447,1791.0,Ridge,4.453794542999621e-08
89995,1194.0,Ridge,4.453794542999621e-08
142306,1035.0,Ridge,4.453794542999621e-08
89281,2737.0,Ridge,4.453794542999621e-08
95551,1731.0,Ridge,4.453794542999621e-08
54358,2369.0,Ridge,4.453794542999621e-08
130236,3386.0,Ridge,4.453794542999621e-08
101137,4711.0,Ridge,4.453794542999621e-08
95785,3209.0,Ridge,4.453794542999621e-08
123322,2332.0,Ridge,4.453794542999621e-08
40670,1363.0,Ridge,4.453794542999621e-08
34848,1817.0,Ridge,4.453794542999621e-08
28988,2694.0,Ridge,4.453794542999621e-08
94437,4456.0,Ridge,4.453794542999621e-08
37712,1472.0,Ridge,4.453794542999621e-08
18773,1454.0,Ridge,4.453794542999621e-08
64588,1443.0,Ridge,4.453794542999621e-08
146691,1247.0,Ridge,4.453794542999621e-08
119553,2784.0,Ridge,4.453794542999621e-08
79938,1296.0,Ridge,4.453794542999621e-08
130253,889.0,Ridge,4.453794542999621e-08
55615,3201.0,Ridge,4.453794542999621e-08
38748,1468.0,Ridge,4.453794542999621e-08
97107,2611.0,Ridge,4.453794542999621e-08
50562,1021.0,Ridge,4.453794542999621e-08
77810,4638.0,Ridge,4.453794542999621e-08
146633,2381.0,Ridge,4.453794542999621e-08
81106,1362.0,Ridge,4.453794542999621e-08
92865,1727.0,Ridge,4.453794542999621e-08
49421,1921.0,Ridge,4.453794542999621e-08
141914,912.0,Ridge,4.453794542999621e-08
151507,495.0,Ridge,4.453794542999621e-08
123752,4962.0,Ridge,4.453794542999621e-08
10723,829.0,Ridge,4.453794542999621e-08
107078,1299.0,Ridge,4.453794542999621e-08
73128,1124.0,Ridge,4.453794542999621e-08
122821,1523.0,Ridge,4.453794542999621e-08
129774,2405.0,Ridge,4.453794542999621e-08
88156,1530.0,Ridge,4.453794542999621e-08
23167,2366.0,Ridge,4.453794542999621e-08
119117,1116.0,Ridge,4.453794542999621e-08
133530,2125.0,Ridge,4.453794542999621e-08
65132,2567.0,Ridge,4.453794542999621e-08
123755,1533.0,Ridge,4.453794542999621e-08
98493,1716.0,Ridge,4.453794542999621e-08
84644,1428.0,Ridge,4.453794542999621e-08
55158,2085.0,Ridge,4.453794542999621e-08
96833,1662.0,Ridge,4.453794542999621e-08
11208,1115.0,Ridge,4.453794542999621e-08
24869,1347.0,Ridge,4.453794542999621e-08
65026,1698.0,Ridge,4.453794542999621e-08
116664,2181.0,Ridge,4.453794542999621e-08
13164,4546.0,Ridge,4.453794542999621e-08
13736,1622.0,Ridge,4.453794542999621e-08
121442,2021.0,Ridge,4.453794542999621e-08
144992,885.0,Ridge,4.453794542999621e-08
8988,3220.0,Ridge,4.453794542999621e-08
21408,2561.0,Ridge,4.453794542999621e-08
116674,1735.0,Ridge,4.453794542999621e-08
13262,1995.0,Ridge,4.453794542999621e-08
69908,1342.0,Ridge,4.453794542999621e-08
71474,2678.0,Ridge,4.453794542999621e-08
107189,848.0,Ridge,4.453794542999621e-08
112174,1188.0,Ridge,4.453794542999621e-08
151957,4093.0,Ridge,4.453794542999621e-08
153389,1699.0,Ridge,4.453794542999621e-08
7322,4639.0,Ridge,4.453794542999621e-08
18001,928.0,Ridge,4.453794542999621e-08
122111,2127.0,Ridge,4.453794542999621e-08
7119,1137.0,Ridge,4.453794542999621e-08
11565,833.0,Ridge,4.453794542999621e-08
345,999.0,Ridge,4.453794542999621e-08
113193,1832.0,Ridge,4.453794542999621e-08
60165,2528.0,Ridge,4.453794542999621e-08
124743,1404.0,Ridge,4.453794542999621e-08
152823,818.0,Ridge,4.453794542999621e-08
114866,706.0,Ridge,4.453794542999621e-08
13473,2477.0,Ridge,4.453794542999621e-08
43464,1030.0,Ridge,4.453794542999621e-08
51429,2697.0,Ridge,4.453794542999621e-08
31023,2690.0,Ridge,4.453794542999621e-08
35267,2426.0,Ridge,4.453794542999621e-08
13901,1931.0,Ridge,4.453794542999621e-08
60525,1456.0,Ridge,4.453794542999621e-08
117748,2691.0,Ridge,4.453794542999621e-08
146743,850.0,Ridge,4.453794542999621e-08
89016,1639.0,Ridge,4.453794542999621e-08
17539,1276.0,Ridge,4.453794542999621e-08
13629,964.0,Ridge,4.453794542999621e-08
38341,1565.0,Ridge,4.453794542999621e-08
105353,3426.0,Ridge,4.453794542999621e-08
128565,2106.0,Ridge,4.453794542999621e-08
69011,2663.0,Ridge,4.453794542999621e-08
536,2732.0,Ridge,4.453794542999621e-08
32461,985.0,Ridge,4.453794542999621e-08
100007,1730.0,Ridge,4.453794542999621e-08
150051,2271.0,Ridge,4.453794542999621e-08
109645,2108.0,Ridge,4.453794542999621e-08
93157,3762.0,Ridge,4.453794542999621e-08
45208,2402.0,Ridge,4.453794542999621e-08
51870,2190.0,Ridge,4.453794542999621e-08
30785,2144.0,Ridge,4.453794542999621e-08
26142,4687.0,Ridge,4.453794542999621e-08
148492,303.0,Ridge,4.453794542999621e-08
79774,2879.0,Ridge,4.453794542999621e-08
59364,5073.0,Ridge,4.453794542999621e-08
93098,537.0,Ridge,4.453794542999621e-08
127262,1156.0,Ridge,4.453794542999621e-08
133132,1482.0,Ridge,4.453794542999621e-08
130585,1480.0,Ridge,4.453794542999621e-08
48517,448.0,Ridge,4.453794542999621e-08
51030,3062.0,Ridge,4.453794542999621e-08
151650,974.0,Ridge,4.453794542999621e-08
37997,2507.0,Ridge,4.453794542999621e-08
14435,1990.0,Ridge,4.453794542999621e-08
122419,769.0,Ridge,4.453794542999621e-08
152556,997.0,Ridge,4.453794542999621e-08
64011,1543.0,Ridge,4.453794542999621e-08
67726,1751.0,Ridge,4.453794542999621e-08
133766,864.0,Ridge,4.453794542999621e-08
123368,1440.0,Ridge,4.453794542999621e-08
120676,1731.0,Ridge,4.453794542999621e-08
119360,5822.0,Ridge,4.453794542999621e-08
11883,1399.0,Ridge,4.453794542999621e-08
139605,1962.0,Ridge,4.453794542999621e-08
145270,2429.0,Ridge,4.453794542999621e-08
99030,1617.0,Ridge,4.453794542999621e-08
85660,1958.0,Ridge,4.453794542999621e-08
57325,2276.0,Ridge,4.453794542999621e-08
54357,487.0,Ridge,4.453794542999621e-08
42061,1859.0,Ridge,4.453794542999621e-08
800,1775.0,Ridge,4.453794542999621e-08
48556,2437.0,Ridge,4.453794542999621e-08
139940,2208.0,Ridge,4.453794542999621e-08
141801,1075.0,Ridge,4.453794542999621e-08
129971,1390.0,Ridge,4.453794542999621e-08
26565,2927.0,Ridge,4.453794542999621e-08
59453,1617.0,Ridge,4.453794542999621e-08
118637,1101.0,Ridge,4.453794542999621e-08
154377,1537.0,Ridge,4.453794542999621e-08
38887,1082.0,Ridge,4.453794542999621e-08
3805,1760.0,Ridge,4.453794542999621e-08
100579,1178.0,Ridge,4.453794542999621e-08
105908,550.0,Ridge,4.453794542999621e-08
116527,2923.0,Ridge,4.453794542999621e-08
11374,1324.0,Ridge,4.453794542999621e-08
31520,935.0,Ridge,4.453794542999621e-08
125051,1878.0,Ridge,4.453794542999621e-08
33029,1109.0,Ridge,4.453794542999621e-08
18130,835.0,Ridge,4.453794542999621e-08
107480,5855.0,Ridge,4.453794542999621e-08
24180,1777.0,Ridge,4.453794542999621e-08
37419,1264.0,Ridge,4.453794542999621e-08
121411,3286.0,Ridge,4.453794542999621e-08
91351,2248.0,Ridge,4.453794542999621e-08
124074,1903.0,Ridge,4.453794542999621e-08
145043,1757.0,Ridge,4.453794542999621e-08
70402,2832.0,Ridge,4.453794542999621e-08
150847,517.0,Ridge,4.453794542999621e-08
47916,1810.0,Ridge,4.453794542999621e-08
47546,1240.0,Ridge,4.453794542999621e-08
135828,1552.0,Ridge,4.453794542999621e-08
51810,1470.0,Ridge,4.453794542999621e-08
86996,904.0,Ridge,4.453794542999621e-08
116370,911.0,Ridge,4.453794542999621e-08
95143,868.0,Ridge,4.453794542999621e-08
59938,2564.0,Ridge,4.453794542999621e-08
120949,2839.0,Ridge,4.453794542999621e-08
93202,7696.0,Ridge,4.453794542999621e-08
143920,2565.0,Ridge,4.453794542999621e-08
94181,2137.0,Ridge,4.453794542999621e-08
101275,1867.0,Ridge,4.453794542999621e-08
140462,2412.0,Ridge,4.453794542999621e-08
44187,4179.0,Ridge,4.453794542999621e-08
22374,3023.0,Ridge,4.453794542999621e-08
154808,755.0,Ridge,4.453794542999621e-08
143422,3692.0,Ridge,4.453794542999621e-08
86486,1227.0,Ridge,4.453794542999621e-08
76071,3194.0,Ridge,4.453794542999621e-08
34522,2091.0,Ridge,4.453794542999621e-08
85663,1180.0,Ridge,4.453794542999621e-08
132215,3314.0,Ridge,4.453794542999621e-08
37365,2481.0,Ridge,4.453794542999621e-08
18989,2082.0,Ridge,4.453794542999621e-08
113103,1837.0,Ridge,4.453794542999621e-08
79553,1393.0,Ridge,4.453794542999621e-08
14939,1533.0,Ridge,4.453794542999621e-08
105326,1629.0,Ridge,4.453794542999621e-08
6677,3124.0,Ridge,4.453794542999621e-08
129710,2007.0,Ridge,4.453794542999621e-08
66120,1566.0,Ridge,4.453794542999621e-08
64232,2568.0,Ridge,4.453794542999621e-08
85684,1531.0,Ridge,4.453794542999621e-08
114260,997.0,Ridge,4.453794542999621e-08
21916,663.0,Ridge,4.453794542999621e-08
11301,2743.0,Ridge,4.453794542999621e-08
37316,2581.0,Ridge,4.453794542999621e-08
70750,2514.0,Ridge,4.453794542999621e-08
30532,975.0,Ridge,4.453794542999621e-08
143354,4512.0,Ridge,4.453794542999621e-08
70061,2104.0,Ridge,4.453794542999621e-08
74971,3332.0,Ridge,4.453794542999621e-08
53372,1072.0,Ridge,4.453794542999621e-08
13648,2423.0,Ridge,4.453794542999621e-08
35258,1917.0,Ridge,4.453794542999621e-08
119059,2821.0,Ridge,4.453794542999621e-08
106892,1482.0,Ridge,4.453794542999621e-08
44394,1292.0,Ridge,4.453794542999621e-08
81769,2113.0,Ridge,4.453794542999621e-08
106407,1050.0,Ridge,4.453794542999621e-08
100077,1851.0,Ridge,4.453794542999621e-08
45838,4061.0,Ridge,4.453794542999621e-08
3601,637.0,Ridge,4.453794542999621e-08
57967,924.0,Ridge,4.453794542999621e-08
30526,1242.0,Ridge,4.453794542999621e-08
44051,2218.0,Ridge,4.453794542999621e-08
37503,2701.0,Ridge,4.453794542999621e-08
7941,1487.0,Ridge,4.453794542999621e-08
81021,3207.0,Ridge,4.453794542999621e-08
4042,2442.0,Ridge,4.453794542999621e-08
82478,2066.0,Ridge,4.453794542999621e-08
108967,1298.0,Ridge,4.453794542999621e-08
82750,2800.0,Ridge,4.453794542999621e-08
42950,3209.0,Ridge,4.453794542999621e-08
55334,2917.0,Ridge,4.453794542999621e-08
78799,1588.0,Ridge,4.453794542999621e-08
56293,2435.0,Ridge,4.453794542999621e-08
146378,890.0,Ridge,4.453794542999621e-08
122124,4932.0,Ridge,4.453794542999621e-08
100418,2397.0,Ridge,4.453794542999621e-08
66020,787.0,Ridge,4.453794542999621e-08
108708,1157.0,Ridge,4.453794542999621e-08
69606,2294.0,Ridge,4.453794542999621e-08
138065,2937.0,Ridge,4.453794542999621e-08
42119,798.0,Ridge,4.453794542999621e-08
75666,1198.0,Ridge,4.453794542999621e-08
120691,4553.0,Ridge,4.453794542999621e-08
103073,1198.0,Ridge,4.453794542999621e-08
39917,3702.0,Ridge,4.453794542999621e-08
134215,1473.0,Ridge,4.453794542999621e-08
111709,1215.0,Ridge,4.453794542999621e-08
10869,1666.0,Ridge,4.453794542999621e-08
89657,1393.0,Ridge,4.453794542999621e-08
152135,1377.0,Ridge,4.453794542999621e-08
128584,1721.0,Ridge,4.453794542999621e-08
154725,1702.0,Ridge,4.453794542999621e-08
35566,2853.0,Ridge,4.453794542999621e-08
43678,1350.0,Ridge,4.453794542999621e-08
142737,1605.0,Ridge,4.453794542999621e-08
126772,2046.0,Ridge,4.453794542999621e-08
81999,2507.0,Ridge,4.453794542999621e-08
30529,1556.0,Ridge,4.453794542999621e-08
72557,1524.0,Ridge,4.453794542999621e-08
27281,1236.0,Ridge,4.453794542999621e-08
28612,353.0,Ridge,4.453794542999621e-08
7669,1588.0,Ridge,4.453794542999621e-08
31051,1009.0,Ridge,4.453794542999621e-08
22339,1266.0,Ridge,4.453794542999621e-08
29057,2091.0,Ridge,4.453794542999621e-08
107512,810.0,Ridge,4.453794542999621e-08
150985,3198.0,Ridge,4.453794542999621e-08
11299,816.0,Ridge,4.453794542999621e-08
56668,1003.0,Ridge,4.453794542999621e-08
92434,1292.0,Ridge,4.453794542999621e-08
73608,1707.0,Ridge,4.453794542999621e-08
109287,2932.0,Ridge,4.453794542999621e-08
59128,2157.0,Ridge,4.453794542999621e-08
16245,890.0,Ridge,4.453794542999621e-08
116050,2591.0,Ridge,4.453794542999621e-08
119659,1189.0,Ridge,4.453794542999621e-08
22712,962.0,Ridge,4.453794542999621e-08
37768,1491.0,Ridge,4.453794542999621e-08
23224,1173.0,Ridge,4.453794542999621e-08
73012,2988.0,Ridge,4.453794542999621e-08
55604,1562.0,Ridge,4.453794542999621e-08
130013,1856.0,Ridge,4.453794542999621e-08
108036,4171.0,Ridge,4.453794542999621e-08
111038,2330.0,Ridge,4.453794542999621e-08
121627,3949.0,Ridge,4.453794542999621e-08
85628,2411.0,Ridge,4.453794542999621e-08
19290,2376.0,Ridge,4.453794542999621e-08
48279,2288.0,Ridge,4.453794542999621e-08
115649,1617.0,Ridge,4.453794542999621e-08
40421,2562.0,Ridge,4.453794542999621e-08
87493,1036.0,Ridge,4.453794542999621e-08
10239,1274.0,Ridge,4.453794542999621e-08
119054,1901.0,Ridge,4.453794542999621e-08
105088,1812.0,Ridge,4.453794542999621e-08
1513,2945.0,Ridge,4.453794542999621e-08
10632,3370.0,Ridge,4.453794542999621e-08
47254,3046.0,Ridge,4.453794542999621e-08
109615,1054.0,Ridge,4.453794542999621e-08
69850,2637.0,Ridge,4.453794542999621e-08
99523,1987.0,Ridge,4.453794542999621e-08
97209,1462.0,Ridge,4.453794542999621e-08
108693,3681.0,Ridge,4.453794542999621e-08
27686,2693.0,Ridge,4.453794542999621e-08
78846,3714.0,Ridge,4.453794542999621e-08
42365,1034.0,Ridge,4.453794542999621e-08
137332,830.0,Ridge,4.453794542999621e-08
46682,1088.0,Ridge,4.453794542999621e-08
79062,2127.0,Ridge,4.453794542999621e-08
157000,1974.0,Ridge,4.453794542999621e-08
108895,2121.0,Ridge,4.453794542999621e-08
115191,2125.0,Ridge,4.453794542999621e-08
36841,3435.0,Ridge,4.453794542999621e-08
62618,2040.0,Ridge,4.453794542999621e-08
21302,1820.0,Ridge,4.453794542999621e-08
56924,1661.0,Ridge,4.453794542999621e-08
109863,3462.0,Ridge,4.453794542999621e-08
118070,1627.0,Ridge,4.453794542999621e-08
33170,1873.0,Ridge,4.453794542999621e-08
13260,3024.0,Ridge,4.453794542999621e-08
74128,4310.0,Ridge,4.453794542999621e-08
13060,1334.0,Ridge,4.453794542999621e-08
77637,1336.0,Ridge,4.453794542999621e-08
147443,971.0,Ridge,4.453794542999621e-08
94898,1056.0,Ridge,4.453794542999621e-08
109643,872.0,Ridge,4.453794542999621e-08
85694,1972.0,Ridge,4.453794542999621e-08
101354,1959.0,Ridge,4.453794542999621e-08
64804,3078.0,Ridge,4.453794542999621e-08
147144,4563.0,Ridge,4.453794542999621e-08
54518,1528.0,Ridge,4.453794542999621e-08
29813,2760.0,Ridge,4.453794542999621e-08
85543,366.0,Ridge,4.453794542999621e-08
66156,741.0,Ridge,4.453794542999621e-08
144543,1936.0,Ridge,4.453794542999621e-08
26774,1766.0,Ridge,4.453794542999621e-08
63346,2194.0,Ridge,4.453794542999621e-08
132890,2098.0,Ridge,4.453794542999621e-08
98092,1644.0,Ridge,4.453794542999621e-08
13559,1776.0,Ridge,4.453794542999621e-08
114821,2366.0,Ridge,4.453794542999621e-08
152166,1396.0,Ridge,4.453794542999621e-08
49111,2260.0,Ridge,4.453794542999621e-08
99877,1258.0,Ridge,4.453794542999621e-08
58746,1785.0,Ridge,4.453794542999621e-08
4285,2105.0,Ridge,4.453794542999621e-08
119288,1212.0,Ridge,4.453794542999621e-08
115235,1501.0,Ridge,4.453794542999621e-08
126998,184.0,Ridge,4.453794542999621e-08
70710,2938.0,Ridge,4.453794542999621e-08
117606,2079.0,Ridge,4.453794542999621e-08
84797,2048.0,Ridge,4.453794542999621e-08
82056,1979.0,Ridge,4.453794542999621e-08
114957,1420.0,Ridge,4.453794542999621e-08
58380,2847.0,Ridge,4.453794542999621e-08
31352,1667.0,Ridge,4.453794542999621e-08
58918,913.0,Ridge,4.453794542999621e-08
124254,1654.0,Ridge,4.453794542999621e-08
140041,2652.0,Ridge,4.453794542999621e-08
1433,2963.0,Ridge,4.453794542999621e-08
14654,1673.0,Ridge,4.453794542999621e-08
65124,8260.0,Ridge,4.453794542999621e-08
78742,1690.0,Ridge,4.453794542999621e-08
148342,2245.0,Ridge,4.453794542999621e-08
29962,1726.0,Ridge,4.453794542999621e-08
35257,2073.0,Ridge,4.453794542999621e-08
103789,5220.0,Ridge,4.453794542999621e-08
34503,2713.0,Ridge,4.453794542999621e-08
24113,2318.0,Ridge,4.453794542999621e-08
109463,5549.0,Ridge,4.453794542999621e-08
50571,2023.0,Ridge,4.453794542999621e-08
154833,1266.0,Ridge,4.453794542999621e-08
46854,1468.0,Ridge,4.453794542999621e-08
118065,2041.0,Ridge,4.453794542999621e-08
154168,4633.0,Ridge,4.453794542999621e-08
26003,2548.0,Ridge,4.453794542999621e-08
107349,370.0,Ridge,4.453794542999621e-08
10950,2652.0,Ridge,4.453794542999621e-08
28030,2076.0,Ridge,4.453794542999621e-08
91017,1679.0,Ridge,4.453794542999621e-08
6888,1352.0,Ridge,4.453794542999621e-08
19994,1950.0,Ridge,4.453794542999621e-08
104231,737.0,Ridge,4.453794542999621e-08
89637,2570.0,Ridge,4.453794542999621e-08
23385,1615.0,Ridge,4.453794542999621e-08
107282,2883.0,Ridge,4.453794542999621e-08
81257,1042.0,Ridge,4.453794542999621e-08
133551,503.0,Ridge,4.453794542999621e-08
103972,2171.0,Ridge,4.453794542999621e-08
28883,1053.0,Ridge,4.453794542999621e-08
27158,1691.0,Ridge,4.453794542999621e-08
127888,4589.0,Ridge,4.453794542999621e-08
91440,2301.0,Ridge,4.453794542999621e-08
142039,1722.0,Ridge,4.453794542999621e-08
23552,1546.0,Ridge,4.453794542999621e-08
15589,1960.0,Ridge,4.453794542999621e-08
146048,2602.0,Ridge,4.453794542999621e-08
87759,1014.0,Ridge,4.453794542999621e-08
88804,3052.0,Ridge,4.453794542999621e-08
143994,2891.0,Ridge,4.453794542999621e-08
33434,2046.0,Ridge,4.453794542999621e-08
52557,1435.0,Ridge,4.453794542999621e-08
123617,2994.0,Ridge,4.453794542999621e-08
124260,1446.0,Ridge,4.453794542999621e-08
18258,2357.0,Ridge,4.453794542999621e-08
121539,2538.0,Ridge,4.453794542999621e-08
5381,1673.0,Ridge,4.453794542999621e-08
7120,775.0,Ridge,4.453794542999621e-08
124704,1836.0,Ridge,4.453794542999621e-08
97100,978.0,Ridge,4.453794542999621e-08
77702,2136.0,Ridge,4.453794542999621e-08
112891,1658.0,Ridge,4.453794542999621e-08
87284,1428.0,Ridge,4.453794542999621e-08
147971,822.0,Ridge,4.453794542999621e-08
1156,1218.0,Ridge,4.453794542999621e-08
122988,4598.0,Ridge,4.453794542999621e-08
31165,660.0,Ridge,4.453794542999621e-08
19801,2638.0,Ridge,4.453794542999621e-08
112311,3322.0,Ridge,4.453794542999621e-08
151096,1116.0,Ridge,4.453794542999621e-08
71151,1316.0,Ridge,4.453794542999621e-08
133558,888.0,Ridge,4.453794542999621e-08
85219,1907.0,Ridge,4.453794542999621e-08
121615,1514.0,Ridge,4.453794542999621e-08
127531,3086.0,Ridge,4.453794542999621e-08
106316,1039.0,Ridge,4.453794542999621e-08
95733,5240.0,Ridge,4.453794542999621e-08
94231,2009.0,Ridge,4.453794542999621e-08
19260,1952.0,Ridge,4.453794542999621e-08
26755,2020.0,Ridge,4.453794542999621e-08
113194,2127.0,Ridge,4.453794542999621e-08
42079,922.0,Ridge,4.453794542999621e-08
100515,2168.0,Ridge,4.453794542999621e-08
12080,2732.0,Ridge,4.453794542999621e-08
98622,2070.0,Ridge,4.453794542999621e-08
131115,1758.0,Ridge,4.453794542999621e-08
133548,1195.0,Ridge,4.453794542999621e-08
31114,2525.0,Ridge,4.453794542999621e-08
39324,2757.0,Ridge,4.453794542999621e-08
40287,3551.0,Ridge,4.453794542999621e-08
53610,1683.0,Ridge,4.453794542999621e-08
45404,2229.0,Ridge,4.453794542999621e-08
147746,3480.0,Ridge,4.453794542999621e-08
111838,1492.0,Ridge,4.453794542999621e-08
79845,2256.0,Ridge,4.453794542999621e-08
88160,995.0,Ridge,4.453794542999621e-08
112863,1752.0,Ridge,4.453794542999621e-08
96123,1287.0,Ridge,4.453794542999621e-08
33943,1113.0,Ridge,4.453794542999621e-08
45831,1130.0,Ridge,4.453794542999621e-08
103027,3326.0,Ridge,4.453794542999621e-08
106386,1469.0,Ridge,4.453794542999621e-08
86506,1110.0,Ridge,4.453794542999621e-08
154530,1152.0,Ridge,4.453794542999621e-08
48172,3744.0,Ridge,4.453794542999621e-08
116991,1491.0,Ridge,4.453794542999621e-08
44627,1902.0,Ridge,4.453794542999621e-08
111603,682.0,Ridge,4.453794542999621e-08
140019,2439.0,Ridge,4.453794542999621e-08
45331,1678.0,Ridge,4.453794542999621e-08
115685,837.0,Ridge,4.453794542999621e-08
406,1641.0,Ridge,4.453794542999621e-08
97304,2716.0,Ridge,4.453794542999621e-08
13568,3422.0,Ridge,4.453794542999621e-08
69304,2280.0,Ridge,4.453794542999621e-08
17255,2127.0,Ridge,4.453794542999621e-08
136480,2669.0,Ridge,4.453794542999621e-08
82576,3558.0,Ridge,4.453794542999621e-08
6209,2537.0,Ridge,4.453794542999621e-08
2310,679.0,Ridge,4.453794542999621e-08
116730,973.0,Ridge,4.453794542999621e-08
4956,901.0,Ridge,4.453794542999621e-08
130745,2465.0,Ridge,4.453794542999621e-08
8212,4995.0,Ridge,4.453794542999621e-08
36895,2748.0,Ridge,4.453794542999621e-08
58090,3059.0,Ridge,4.453794542999621e-08
104140,741.0,Ridge,4.453794542999621e-08
66941,1922.0,Ridge,4.453794542999621e-08
49058,2251.0,Ridge,4.453794542999621e-08
15924,1696.0,Ridge,4.453794542999621e-08
81561,1704.0,Ridge,4.453794542999621e-08
26285,1034.0,Ridge,4.453794542999621e-08
97868,1292.0,Ridge,4.453794542999621e-08
73073,4837.0,Ridge,4.453794542999621e-08
78405,1171.0,Ridge,4.453794542999621e-08
104101,1449.0,Ridge,4.453794542999621e-08
141143,2555.0,Ridge,4.453794542999621e-08
22281,2951.0,Ridge,4.453794542999621e-08
81469,757.0,Ridge,4.453794542999621e-08
110226,3055.0,Ridge,4.453794542999621e-08
58982,718.0,Ridge,4.453794542999621e-08
75092,782.0,Ridge,4.453794542999621e-08
113262,1926.0,Ridge,4.453794542999621e-08
106064,3520.0,Ridge,4.453794542999621e-08
119787,1139.0,Ridge,4.453794542999621e-08
9741,1640.0,Ridge,4.453794542999621e-08
18725,1810.0,Ridge,4.453794542999621e-08
45869,2176.0,Ridge,4.453794542999621e-08
90960,1789.0,Ridge,4.453794542999621e-08
108936,2257.0,Ridge,4.453794542999621e-08
114876,2136.0,Ridge,4.453794542999621e-08
99116,747.0,Ridge,4.453794542999621e-08
149748,6017.0,Ridge,4.453794542999621e-08
65436,2219.0,Ridge,4.453794542999621e-08
57663,2117.0,Ridge,4.453794542999621e-08
54950,2557.0,Ridge,4.453794542999621e-08
5005,1919.0,Ridge,4.453794542999621e-08
2988,1658.0,Ridge,4.453794542999621e-08
107080,611.0,Ridge,4.453794542999621e-08
106506,1903.0,Ridge,4.453794542999621e-08
39302,2197.0,Ridge,4.453794542999621e-08
79781,1331.0,Ridge,4.453794542999621e-08
67136,541.0,Ridge,4.453794542999621e-08
56283,3030.0,Ridge,4.453794542999621e-08
26796,1790.0,Ridge,4.453794542999621e-08
35600,2592.0,Ridge,4.453794542999621e-08
149366,1147.0,Ridge,4.453794542999621e-08
125801,3053.0,Ridge,4.453794542999621e-08
109941,888.0,Ridge,4.453794542999621e-08
89902,160.0,Ridge,4.453794542999621e-08
105129,2211.0,Ridge,4.453794542999621e-08
12988,2645.0,Ridge,4.453794542999621e-08
46885,1010.0,Ridge,4.453794542999621e-08
139838,2538.0,Ridge,4.453794542999621e-08
108325,2585.0,Ridge,4.453794542999621e-08
94636,1864.0,Ridge,4.453794542999621e-08
140779,1329.0,Ridge,4.453794542999621e-08
152470,828.0,Ridge,4.453794542999621e-08
111175,1266.0,Ridge,4.453794542999621e-08
92841,1240.0,Ridge,4.453794542999621e-08
17765,892.0,Ridge,4.453794542999621e-08
133665,3274.0,Ridge,4.453794542999621e-08
151440,416.0,Ridge,4.453794542999621e-08
